CookerStat, GenerateAssetRegistry=0.607207, Initialize=1.611851, RunGuid=RunIDF800A4774A8C2186996EDBA6F5F7D3DC
DDCTransactionId8770856C42E63725185E37965AD20F3F_0, PutCachedData=, CacheKey=REFL_FULL_0C6693969CB849AE9F4120FF5812F4D2_A81684B94E402941DAA655932DA00617, StartTime=2016.06.04-10.48.33, HierarchicalDDC=, DataSize=162382, Duration=4.692152, RunGuid=RunIDF800A4774A8C2186996EDBA6F5F7D3DC
DDCTransactionIdB6A720384ED4FA3B284C809197032E8A_6, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_E3__F3005656365979AEBAD93DFA398366EB0101F77E, StartTime=2016.06.04-10.54.00, HierarchicalDDC=, DataSize=10129, Duration=4.931558, RunGuid=RunIDF800A4774A8C2186996EDBA6F5F7D3DC
DDCTransactionId8770856C42E63725185E37965AD20F3F_8, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_1CFA54C64B90B9FAEC60268211C694F__FD9738A54AD2146D44FDADCBD9841542001F30C6, StartTime=2016.06.04-10.54.00, HierarchicalDDC=, DataSize=6162, Duration=4.192792, RunGuid=RunIDF800A4774A8C2186996EDBA6F5F7D3DC
DDCTransactionId0FA361F04349B87F784F6181E3AD5149_7, PutCachedData=, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_1CFA54C64B90B9FAE__4E320015EE3196B4E2E8C8045765303A601572FC, StartTime=2016.06.04-10.54.00, HierarchicalDDC=, DataSize=2905, Duration=4.276149, RunGuid=RunIDF800A4774A8C2186996EDBA6F5F7D3DC
DDCTransactionIdB6A720384ED4FA3B284C809197032E8A_7, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_07__9C37621EE37CF0C1955F50AF01C15228D3D28BD8, StartTime=2016.06.04-10.54.00, HierarchicalDDC=, DataSize=25429, Duration=4.508447, RunGuid=RunIDF800A4774A8C2186996EDBA6F5F7D3DC
DDCTransactionId8770856C42E63725185E37965AD20F3F_9, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_9FA2605A4BF167DA3C7EF897FB35809__659FCEC16C58F494260E0D0661A25451C725B112, StartTime=2016.06.04-10.54.00, HierarchicalDDC=, DataSize=24738, Duration=3.926124, RunGuid=RunIDF800A4774A8C2186996EDBA6F5F7D3DC
DDCTransactionId0FA361F04349B87F784F6181E3AD5149_8, PutCachedData=, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_9FA2605A4BF167DA3__176AD34BA94CC59535D92253FA2028D659BC0690, StartTime=2016.06.04-10.54.00, HierarchicalDDC=, DataSize=13573, Duration=3.902421, RunGuid=RunIDF800A4774A8C2186996EDBA6F5F7D3DC
DDCTransactionIdB6A720384ED4FA3B284C809197032E8A_8, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_C8__E2C3DB5E50AED41D18853F165544514219B5E689, StartTime=2016.06.04-10.54.00, HierarchicalDDC=, DataSize=48361, Duration=5.679015, RunGuid=RunIDF800A4774A8C2186996EDBA6F5F7D3DC
DDCTransactionId8770856C42E63725185E37965AD20F3F_10, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_612C5CC64A73B6DB34BD46B1C64845F__76D396DE325FDDF4AAACDB997B80DA53465933B0, StartTime=2016.06.04-10.54.00, HierarchicalDDC=, DataSize=15664, Duration=4.718620, RunGuid=RunIDF800A4774A8C2186996EDBA6F5F7D3DC
DDCTransactionId0FA361F04349B87F784F6181E3AD5149_9, PutCachedData=, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_612C5CC64A73B6DB3__5F7389C52E0D0107FE7C6875E95D3210DFFE2EFD, StartTime=2016.06.04-10.54.00, HierarchicalDDC=, DataSize=5905, Duration=3.965631, RunGuid=RunIDF800A4774A8C2186996EDBA6F5F7D3DC
DDCTransactionIdB6A720384ED4FA3B284C809197032E8A_9, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_74__D7E64611A075701366DACABC016207B443258FBF, StartTime=2016.06.04-10.54.00, HierarchicalDDC=, DataSize=36529, Duration=4.402966, RunGuid=RunIDF800A4774A8C2186996EDBA6F5F7D3DC
DDCTransactionId0FA361F04349B87F784F6181E3AD5149_10, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_1C07369E404CE9319300489ACDC4A03__A469C9B1BA651FBB340A8AF923C0E3EA413F54FD, StartTime=2016.06.04-10.54.00, HierarchicalDDC=, DataSize=18602, Duration=4.014224, RunGuid=RunIDF800A4774A8C2186996EDBA6F5F7D3DC
DDCTransactionId8770856C42E63725185E37965AD20F3F_11, PutCachedData=, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_1C07369E404CE9319__6DA67F1C3F482DE5E9406587C528F87C8BBC9C19, StartTime=2016.06.04-10.54.00, HierarchicalDDC=, DataSize=8717, Duration=4.560594, RunGuid=RunIDF800A4774A8C2186996EDBA6F5F7D3DC
DDCTransactionIdB6A720384ED4FA3B284C809197032E8A_10, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_5E__2D10707C94B493F87EFC82AA3DBBD280822F9BDA, StartTime=2016.06.04-10.54.00, HierarchicalDDC=, DataSize=48529, Duration=4.500940, RunGuid=RunIDF800A4774A8C2186996EDBA6F5F7D3DC
DDCTransactionId0FA361F04349B87F784F6181E3AD5149_11, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_525D14D741453D29F4F6EAAEBEC24A6__B660D067D8D3F9F673D94E0797A493BE05E51DF9, StartTime=2016.06.04-10.54.00, HierarchicalDDC=, DataSize=20338, Duration=4.074670, RunGuid=RunIDF800A4774A8C2186996EDBA6F5F7D3DC
DDCTransactionId8770856C42E63725185E37965AD20F3F_12, PutCachedData=, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_525D14D741453D29F__BA71617C25D89F17249F4FA86EB1B0EC446B0BA0, StartTime=2016.06.04-10.54.00, HierarchicalDDC=, DataSize=8669, Duration=3.711212, RunGuid=RunIDF800A4774A8C2186996EDBA6F5F7D3DC
DDCTransactionIdB6A720384ED4FA3B284C809197032E8A_11, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_0C__8CA901E073B7D92479F58ADF6298E0983C65CE4F, StartTime=2016.06.04-10.54.00, HierarchicalDDC=, DataSize=25429, Duration=4.225582, RunGuid=RunIDF800A4774A8C2186996EDBA6F5F7D3DC
DDCTransactionId0FA361F04349B87F784F6181E3AD5149_12, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_65B6F5EF4543B25748DF83BA81398D9__08EB3779624D1302DB80695E6E0CFAC78AD68339, StartTime=2016.06.04-10.54.00, HierarchicalDDC=, DataSize=20642, Duration=4.533336, RunGuid=RunIDF800A4774A8C2186996EDBA6F5F7D3DC
DDCTransactionId8770856C42E63725185E37965AD20F3F_13, PutCachedData=, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_65B6F5EF4543B2574__C2F8D85A4BAA4B2D4789F681E9672A98AB1C6835, StartTime=2016.06.04-10.54.00, HierarchicalDDC=, DataSize=10809, Duration=4.263904, RunGuid=RunIDF800A4774A8C2186996EDBA6F5F7D3DC
MaterialTransactionId228AC0FF4F074F8C3CF776AC3B8FC019_5, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_NoDEV_SL_VRIS_NoDBuf_EARLYZ32F3CE5A5415EB1295B419FA57ED51C2F_Num_SM5__0_4D53BF2C4611FCC2E70915B0C9DF17B9__TBasePassVSTDistanceFieldShadowsAndLightMapPolicyHQAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFCachedVolumeIndirectLightingPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthVSForGSVertexShadowDepth_PerspectiveCorrecttrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSTDistanceFieldShadowsAndLightMapPolicyHQSkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_NonPerspectiveCorrecttrueCAB07D2D95B9FDBA4D93434B857B7D78E9EF61F717742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthVSVertexShadowDepth_PerspectiveCorrecttrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TBasePassPSFCachedVolumeIndirectLightingPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_PerspectiveCorrecttrueCAB07D2D95B9FDBA4D93434B857B7D78E9EF61F717742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFSimpleDynamicLightingPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TShadowDepthVSForGSVertexShadowDepth_OutputDepthtrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_OnePassPointLighttrueCAB07D2D95B9FDBA4D93434B857B7D78E9EF61F717742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSTDistanceFieldShadowsAndLightMapPolicyHQ8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSTDistanceFieldShadowsAndLightMapPolicyHQ8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TShadowDepthVSVertexShadowDepth_OutputDepthtrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TBasePassPSFSimpleDynamicLightingPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFCachedVolumeIndirectLightingPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedVolumeIndirectLightingPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSTLightMapPolicyLQAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSTLightMapPolicyHQAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFSimpleDynamicLightingPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFSimpleDynamicLightingPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassPSTLightMapPolicyLQSkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassPSTLightMapPolicyHQSkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSTLightMapPolicyLQ8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSTLightMapPolicyHQ8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSTLightMapPolicyLQ8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassPSTLightMapPolicyHQ8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FEvaluateSurfelMaterialCS6258113C2EBBF117ED7778A8D1717F7C4F99C7B816742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222222222222222222222222220000440414000000140000001400000014000000_FConvertToUniformMeshVSE7DF727A12438F2D529D6604B0B1C022849CCFEB152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_FConvertToUniformMeshGSE7DF727A12438F2D529D6604B0B1C022849CCFEB152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_FInstancedStaticMeshVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D3312242222222222222222222222222220200000_FSplineMeshVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D3512222222222222222222222222222222222222222222222222202000000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D3422420000000006400004040404040404040404043434344444343434340404040404040404040434343404040404404040404040404040404040434343444443434343404040404040404040404343434040401610101010100042424444444444444442414141434141414141313141414144434144404444444444444441414141414141414143414341414141414141414141413131444441424144444441410101000444341434141414144444443434143444444440444444444444444444444444444444444444444444444444444444444444444444444444440401010101010101010101010101010101010101010101010121044343434344414444444444444444010101010101010101010101010130143414342414141424441413033131314144444444004444443432121414141414141414141414140223414141414141414141250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D0000000800000013000000100000000A000000DA39A3EE5E6B4B0D3255BFEF95601890AFD807090000000000000000000000000000000000000000, ShaderCompilation=38186.136719, RunGuid=RunIDF800A4774A8C2186996EDBA6F5F7D3DC
DDCTransactionIdB6A720384ED4FA3B284C809197032E8A_12, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_DE__31892C8E63B2A91C6CD70262BCCCF7C78A126456, StartTime=2016.06.04-10.54.00, HierarchicalDDC=, DataSize=14405, Duration=210.560089, RunGuid=RunIDF800A4774A8C2186996EDBA6F5F7D3DC
DDCTransactionId8770856C42E63725185E37965AD20F3F_14, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_21CB0E5A42CB722540D0E3B34DB7785__9442B8341222B96351CCEFAD8A126494C3ACD5CC, StartTime=2016.06.04-10.54.00, HierarchicalDDC=, DataSize=11032, Duration=4.847013, RunGuid=RunIDF800A4774A8C2186996EDBA6F5F7D3DC
DDCTransactionId0FA361F04349B87F784F6181E3AD5149_13, PutCachedData=, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_21CB0E5A42CB72254__B1966AD6E21C5DEC32599D3F6E4DC76643FE970A, StartTime=2016.06.04-10.54.00, HierarchicalDDC=, DataSize=4881, Duration=4.872691, RunGuid=RunIDF800A4774A8C2186996EDBA6F5F7D3DC
DDCTransactionId8770856C42E63725185E37965AD20F3F_15, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_B1__198D14F8A3DF2CC7EB7FBD3B757EBF682792627E, StartTime=2016.06.04-10.54.00, HierarchicalDDC=, DataSize=5329, Duration=4.573237, RunGuid=RunIDF800A4774A8C2186996EDBA6F5F7D3DC
DDCTransactionId0FA361F04349B87F784F6181E3AD5149_14, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_A4F88A8C484D5C22D0E74BA41BB4C6F__A4E20048AA19190145B7706F325F4361ABD77806, StartTime=2016.06.04-10.54.00, HierarchicalDDC=, DataSize=3350, Duration=4.357926, RunGuid=RunIDF800A4774A8C2186996EDBA6F5F7D3DC
DDCTransactionId8770856C42E63725185E37965AD20F3F_16, PutCachedData=, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_A4F88A8C484D5C22D__621A648FBBF2C083888CE0B66394951CA273CD88, StartTime=2016.06.04-10.54.00, HierarchicalDDC=, DataSize=1749, Duration=4.313286, RunGuid=RunIDF800A4774A8C2186996EDBA6F5F7D3DC
DDCTransactionId0FA361F04349B87F784F6181E3AD5149_15, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_E1__D3C6FF840D9D120486F779232CC8C1F10FFD5EF6, StartTime=2016.06.04-10.54.01, HierarchicalDDC=, DataSize=40697, Duration=5.136989, RunGuid=RunIDF800A4774A8C2186996EDBA6F5F7D3DC
DDCTransactionId8770856C42E63725185E37965AD20F3F_17, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_A21974A540B20B7B5DE76CA7A7AE33A__3BABD8AE6A806BEF1713D659A04BD7F7BD0ABDB9, StartTime=2016.06.04-10.54.01, HierarchicalDDC=, DataSize=15026, Duration=5.151212, RunGuid=RunIDF800A4774A8C2186996EDBA6F5F7D3DC
DDCTransactionId0FA361F04349B87F784F6181E3AD5149_16, PutCachedData=, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_A21974A540B20B7B5__615FDAEB4735A5224AAE6AF13730EFC53BBA0E80, StartTime=2016.06.04-10.54.01, HierarchicalDDC=, DataSize=4229, Duration=5.654123, RunGuid=RunIDF800A4774A8C2186996EDBA6F5F7D3DC
